Name,A,B,CDHSi,Conv_i,G,D,CDHSs,Conv_s,CDHS,Cls
GJ 15 A b,0.9,0.1,1.6204,49,0.1,0.9,0.8203,49,1.6124,non-habitable
GJ 163 c,0.9,0.1,1.7529,50,0.1,0.9,0.5789,50,1.7412,psychroplanet
GJ 176 b,0.9,0.1,1.8192,49,0.1,0.9,0.9756,49,1.8108,non-habitable
GJ 180 b,0.9,0.1,1.8091,50,0.3,0.7,0.2413,49,1.7934,mesoplanet
GJ 180 c,0.9,0.1,1.6968,53,0.1,0.9,0.5939,51,1.6858,mesoplanet
GJ 273 b,0.8,0.2,1.3238,49,0.2,0.8,0.3632,49,1.3142,mesoplanet
GJ 273 c,0.9,0.1,1.0781,50,0.1,0.9,0.8621,50,1.0759,non-habitable
GJ 422 b,0.9,0.1,1.8955,49,0.1,0.9,0.5924,51,1.8825,mesoplanet
GJ 433 b,0.9,0.1,1.6118,50,0.1,0.9,0.8934,53,1.6046,non-habitable
GJ 536 b,0.9,0.1,1.6219,49,0.1,0.9,0.9642,50,1.6153,non-habitable
GJ 581 c,0.9,0.1,1.6219,49,0.1,0.9,0.725,51,1.6129,non-habitable
GJ 581 e,0.8,0.2,1.1984,50,0.1,0.9,1.0182,50,1.1966,non-habitable
GJ 649 c,0.8,0.2,1.7942,49,0.1,0.9,1.1383,49,1.7876,non-habitable
GJ 667 C b,0.9,0.1,1.6391,49,0.1,0.9,0.8626,50,1.6313,non-habitable
GJ 667 C c,0.9,0.1,1.4821,49,0.1,0.9,0.5908,50,1.4732,mesoplanet
GJ 667 C d,0.9,0.1,1.6017,51,0.1,0.9,0.4466,49,1.5901,non-habitable
GJ 667 C e,0.9,0.1,1.3523,49,0.3,0.7,0.171,49,1.3405,psychroplanet
GJ 667 C f,0.9,0.1,1.3523,49,0.1,0.9,0.533,49,1.3441,psychroplanet
GJ 667 C g,0.8,0.2,1.4938,49,0.1,0.9,0.3495,49,1.4824,non-habitable
GJ 676 A d,0.9,0.1,1.5383,49,0.1,0.9,1.3916,49,1.5368,non-habitable
GJ 682 b,0.9,0.1,1.5383,53,0.1,0.9,0.6828,49,1.5297,non-habitable
GJ 682 c,0.9,0.1,1.8379,52,0.1,0.9,0.5237,49,1.8248,psychroplanet
GJ 832 c,0.8,0.2,1.5565,49,0.1,0.9,0.6162,50,1.5471,mesoplanet
GJ 876 d,0.7,0.3,1.592,49,0.1,0.9,1.2764,49,1.5888,non-habitable
GJ 1132 b,0.9,0.1,1.1407,50,0.1,0.9,1.059,49,1.1399,non-habitable
GJ 1214 b,0.9,0.1,2.1727,49,0.1,0.9,1.0745,50,2.1617,non-habitable
GJ 3138 b,0.9,0.1,1.5196,49,0.1,0.9,1.0241,49,1.5146,non-habitable
GJ 3138 c,0.9,0.1,1.2061,50,0.1,0.9,1.5474,49,1.2095,non-habitable
GJ 3293 d,0.9,0.1,1.7716,50,0.1,0.9,0.563,49,1.7595,psychroplanet
GJ 3293 e,0.9,0.1,1.4172,49,0.1,0.9,0.753,50,1.4106,non-habitable
GJ 3323 b,0.8,0.2,1.2059,53,0.1,0.9,0.6043,51,1.1999,mesoplanet
GJ 3323 c,0.8,0.2,1.2561,49,0.1,0.9,0.3677,50,1.2472,non-habitable
GJ 3341 b,0.9,0.1,1.7054,49,0.1,0.9,0.8013,51,1.6964,non-habitable
GJ 3634 b,0.9,0.1,1.8091,49,0.2,0.8,0.68,49,1.7978,non-habitable
GJ 3998 b,0.9,0.1,1.3162,49,0.1,0.9,1.3216,49,1.3163,non-habitable
GJ 3998 c,0.7,0.3,1.5491,49,0.1,0.9,0.8631,49,1.5422,non-habitable
HD 1461 b,0.9,0.1,1.6968,49,0.1,0.9,2.0211,49,1.7,non-habitable
HD 1461 c,0.9,0.1,1.6391,50,0.1,0.9,1.5746,51,1.6385,non-habitable
HD 3167 b,0.9,0.1,1.5283,49,0.1,0.9,2.8161,50,1.5412,non-habitable
HD 7924 c,0.9,0.1,1.7903,49,0.1,0.9,1.2546,49,1.7849,non-habitable
HD 7924 d,0.9,0.1,1.6968,49,0.1,0.9,1.0895,50,1.6907,non-habitable
HD 20794 b,0.7,0.3,1.2618,49,0.1,0.9,1.3034,51,1.2622,non-habitable
HD 20794 c,0.9,0.1,1.3074,49,0.1,0.9,1.0404,49,1.3047,non-habitable
HD 20794 d,0.9,0.1,1.5744,49,0.1,0.9,0.8578,49,1.5672,non-habitable
HD 39194 b,0.9,0.1,1.4721,49,0.2,0.8,0.8928,49,1.4663,non-habitable
HD 39194 c,0.9,0.1,1.668,51,0.1,0.9,1.3309,49,1.6646,non-habitable
HD 39194 d,0.9,0.1,1.6032,49,0.1,0.9,1.032,49,1.5975,non-habitable
HD 40307 b,0.9,0.1,1.4821,49,0.1,0.9,1.5744,52,1.483,non-habitable
HD 40307 c,0.9,0.1,1.6968,49,0.1,0.9,1.2839,49,1.6927,non-habitable
HD 40307 d,0.9,0.1,1.8379,50,0.1,0.9,1.0559,49,1.8301,non-habitable
HD 40307 e,0.9,0.1,1.4447,49,0.1,0.9,0.879,49,1.439,non-habitable
HD 40307 f,0.8,0.2,1.4089,51,0.1,0.9,0.7879,50,1.4027,non-habitable
HD 40307 g,0.9,0.1,1.7428,49,0.1,0.9,0.5745,52,1.7311,psychroplanet
HD 85512 b,0.9,0.1,1.4447,49,0.1,0.9,0.682,49,1.4371,non-habitable
HD 93385 b,0.8,0.2,1.7389,49,0.1,0.9,1.6975,49,1.7385,non-habitable
HD 96700 b,0.9,0.1,1.848,49,0.1,0.9,1.9568,50,1.8491,non-habitable
HD 97658 b,0.9,0.1,1.9933,49,0.3,0.7,0.42,49,1.9776,non-habitable
HD 106315 b,0.9,0.1,1.9916,51,0.1,0.9,1.92,53,1.9909,non-habitable
HD 134606 b,0.7,0.3,1.7105,50,0.1,0.9,1.6451,49,1.7098,non-habitable
HD 136352 b,0.9,0.1,1.6118,49,0.1,0.9,1.6487,50,1.6122,non-habitable
HD 136352 d,0.9,0.1,1.8753,51,0.1,0.9,0.9033,49,1.8656,non-habitable
HD 154088 b,0.8,0.2,1.6091,51,0.1,0.9,1.3197,49,1.6062,non-habitable
HD 156668 b,0.9,0.1,1.5182,53,0.1,0.9,1.5819,50,1.5188,non-habitable
HD 175607 b,0.9,0.1,1.848,50,0.1,0.9,1.0748,51,1.8403,non-habitable
HD 181433 b,0.9,0.1,1.7716,49,0.1,0.9,1.3612,52,1.7675,non-habitable
HD 215152 b,0.9,0.1,1.3624,50,0.1,0.9,1.3775,50,1.3626,non-habitable
HD 215152 c,0.9,0.1,1.3985,49,0.1,0.9,1.2335,51,1.3969,non-habitable
HD 215497 b,0.9,0.1,1.6953,52,0.2,0.8,1.0129,49,1.6885,non-habitable
HD 219134 b,0.9,0.1,1.5139,50,0.1,0.9,1.7698,50,1.5165,non-habitable
HD 219134 c,0.9,0.1,1.4447,49,0.1,0.9,1.4138,53,1.4444,non-habitable
HD 219134 e,0.7,0.3,1.3627,51,0.1,0.9,0.3363,50,1.3524,non-habitable
HIP 68468 b,0.9,0.1,1.4447,49,0.1,0.9,2.7306,53,1.4576,non-habitable
HIP 116454 b,0.9,0.1,2.2343,49,0.1,0.9,1.2721,49,2.2247,non-habitable
K2-3 b,0.8,0.2,2.0009,49,0.1,0.9,1.0406,49,1.9913,non-habitable
K2-3 c,0.9,0.1,1.7716,49,0.1,0.9,0.7917,49,1.7618,non-habitable
K2-3 d,0.1,0.9,2.8886,49,0.1,0.9,0.7066,49,2.8668,non-habitable
K2-4 b,0.9,0.1,2.2758,50,0.1,0.9,1.158,49,2.2646,non-habitable
K2-5 b,0.9,0.1,1.8278,49,0.1,0.9,1.2047,49,1.8216,non-habitable
K2-5 c,0.9,0.1,2.1663,50,0.1,0.9,1.0417,49,2.1551,non-habitable
K2-6 b,0.9,0.1,2.4082,51,0.1,0.9,1.2939,49,2.3971,non-habitable
K2-8 c,0.9,0.1,2.3162,49,0.1,0.9,1.6824,49,2.3099,non-habitable
K2-9 b,0.9,0.1,2.1562,49,0.1,0.9,0.697,49,2.1416,thermoplanet
K2-10 b,0.9,0.1,3.119,51,0.2,0.8,0.8002,49,3.0958,non-habitable
K2-12 b,0.8,0.2,2.1448,50,0.1,0.9,1.8591,49,2.1419,non-habitable
K2-13 b,0.8,0.2,1.7316,53,0.1,0.9,1.0517,49,1.7248,non-habitable
K2-15 b,0.8,0.2,2.2996,49,0.1,0.9,1.3622,49,2.2902,non-habitable
K2-16 b,0.9,0.1,1.9329,50,0.1,0.9,1.3774,53,1.9273,non-habitable
K2-17 b,0.9,0.1,2.1375,50,0.1,0.9,1.0223,49,2.1263,non-habitable
K2-18 b,0.9,0.1,2.1461,49,0.1,0.9,0.6455,53,2.1311,mesoplanet
K2-19 d,0.9,0.1,1.1146,49,0.1,0.9,2.1176,49,1.1246,non-habitable
K2-21 b,0.9,0.1,1.5283,49,0.2,0.8,0.5987,50,1.519,non-habitable
K2-21 c,0.9,0.1,1.8379,49,0.1,0.9,0.9614,49,1.8291,non-habitable
K2-22 b,0.1,0.9,22.3296,49,0.1,0.9,3.1182,50,22.1375,non-habitable
K2-28 b,0.9,0.1,2.2254,49,0.2,0.8,0.6871,49,2.21,non-habitable
K2-33 b,0.1,0.9,8.6542,49,0.1,0.9,1.8498,49,8.5862,non-habitable
K2-35 b,0.9,0.1,1.3523,49,0.1,0.9,1.8274,51,1.3571,non-habitable
K2-35 c,0.7,0.3,1.8332,52,0.1,0.9,1.5266,49,1.8301,non-habitable
K2-36 b,0.9,0.1,1.28,50,0.1,0.9,2.2132,49,1.2893,non-habitable
K2-37 b,0.9,0.1,1.547,49,0.1,0.9,1.8552,49,1.5501,non-habitable
K2-38 b,0.1,0.9,2.993,49,0.1,0.9,2.3277,49,2.9863,non-habitable
K2-38 c,0.9,0.1,2.1377,49,0.1,0.9,1.6977,49,2.1333,non-habitable
K2-42 b,0.9,0.1,2.0582,49,0.1,0.9,1.3888,49,2.0515,non-habitable
K2-46 b,0.9,0.1,1.9617,49,0.1,0.9,1.7044,52,1.9591,non-habitable
K2-47 b,0.9,0.1,1.8091,49,0.1,0.9,1.0121,49,1.8011,non-habitable
K2-48 b,0.9,0.1,2.1461,50,0.2,0.8,0.6609,49,2.1312,non-habitable
K2-49 b,0.9,0.1,1.8465,51,0.1,0.9,1.4447,50,1.8425,non-habitable
K2-50 b,0.9,0.1,1.5283,49,0.1,0.9,1.1089,49,1.5241,non-habitable
K2-53 b,0.9,0.1,2.4082,50,0.1,0.9,1.488,50,2.399,non-habitable
K2-54 b,0.7,0.3,1.072,49,0.1,0.9,0.828,49,1.0696,non-habitable
K2-57 b,0.9,0.1,2.0107,49,0.1,0.9,1.219,49,2.0028,non-habitable
K2-58 c,0.9,0.1,1.5556,49,0.1,0.9,2.2,49,1.562,non-habitable
K2-58 d,0.9,0.1,1.6406,49,0.1,0.9,1.1838,50,1.636,non-habitable
K2-59 b,0.9,0.1,2.3162,49,0.2,0.8,0.6933,50,2.3,non-habitable
K2-59 c,0.9,0.1,2.2067,50,0.1,0.9,1.3671,49,2.1983,non-habitable
K2-61 b,0.9,0.1,2.3881,53,0.2,0.8,1.6737,50,2.381,non-habitable
K2-62 b,0.9,0.1,2.0481,49,0.1,0.9,1.5183,49,2.0428,non-habitable
K2-62 c,0.9,0.1,2.0481,50,0.1,0.9,1.1857,49,2.0395,non-habitable
K2-64 b,0.9,0.1,1.9804,49,0.2,0.8,0.9118,50,1.9697,non-habitable
K2-65 b,0.9,0.1,1.5196,50,0.1,0.9,1.329,49,1.5177,non-habitable
K2-66 b,0.8,0.2,2.3097,49,0.2,0.8,1.4829,50,2.3014,non-habitable
K2-68 b,0.9,0.1,1.5196,52,0.1,0.9,1.3068,49,1.5175,non-habitable
K2-69 b,0.9,0.1,2.2254,49,0.1,0.9,1.1704,49,2.2148,non-habitable
K2-71 b,0.8,0.2,1.9704,49,0.3,0.7,0.374,51,1.9544,non-habitable
K2-72 b,0.9,0.1,1.2524,50,0.1,0.9,0.9433,50,1.2493,non-habitable
K2-72 c,0.9,0.1,1.4086,49,0.1,0.9,0.7319,52,1.4018,non-habitable
K2-72 d,0.8,0.2,1.1807,49,0.1,0.9,0.8565,49,1.1775,non-habitable
K2-72 e,0.9,0.1,1.3523,49,0.1,0.9,0.6425,49,1.3452,mesoplanet
K2-73 b,0.9,0.1,2.3579,49,0.2,0.8,1.1187,49,2.3455,non-habitable
K2-74 b,0.9,0.1,2.2168,49,0.1,0.9,1.5002,49,2.2096,non-habitable
K2-77 b,0.8,0.2,2.2895,49,0.4,0.6,0.3106,51,2.2697,non-habitable
K2-78 b,0.9,0.1,1.3711,49,0.1,0.9,2.3565,53,1.381,non-habitable
K2-80 b,0.9,0.1,1.9228,49,0.1,0.9,1.2904,49,1.9165,non-habitable
K2-80 c,0.9,0.1,1.4172,51,0.2,0.8,0.9108,50,1.4121,non-habitable
K2-81 b,0.9,0.1,1.7428,49,0.1,0.9,1.3552,51,1.7389,non-habitable
K2-83 b,0.9,0.1,1.2061,49,0.1,0.9,1.2533,50,1.2066,non-habitable
K2-83 c,0.9,0.1,1.4273,50,0.1,0.9,0.8969,49,1.422,non-habitable
K2-84 b,0.9,0.1,2.3162,50,0.1,0.9,1.9142,49,2.3122,non-habitable
K2-84 c,0.8,0.2,1.8597,49,0.1,0.9,1.2258,49,1.8534,non-habitable
K2-85 b,0.9,0.1,0.995,49,0.1,0.9,2.0816,49,1.0059,non-habitable
K2-86 b,0.9,0.1,1.8753,49,0.1,0.9,1.5473,49,1.872,non-habitable
K2-88 b,0.9,0.1,1.1974,49,0.1,0.9,0.8875,52,1.1943,non-habitable
K2-89 b,0.1,0.9,0.7611,50,0.1,0.9,1.3193,51,0.7667,non-habitable
K2-90 b,0.8,0.2,1.8671,51,0.1,0.9,0.9511,50,1.8579,non-habitable
K2-90 c,0.9,0.1,1.0039,49,0.1,0.9,1.3172,51,1.007,non-habitable
K2-91 b,0.9,0.1,1.0781,49,0.1,0.9,1.2579,50,1.0799,non-habitable
K2-95 b,0.2,0.8,8.536,49,0.2,0.8,0.771,53,8.4584,non-habitable
K2-105 b,0.9,0.1,3.0185,50,0.1,0.9,1.7088,50,3.0054,non-habitable
Kapteyn b,0.9,0.1,1.5744,49,0.1,0.9,0.5201,49,1.5639,psychroplanet
Kapteyn c,0.9,0.1,1.7342,50,0.1,0.9,0.4251,49,1.7211,non-habitable
Kepler-4 b,0.9,0.1,3.1852,50,0.1,0.9,2.7849,50,3.1812,non-habitable
Kepler-9 d,0.9,0.1,1.7901,50,0.1,0.9,2.852,49,1.8007,non-habitable
Kepler-10 b,0.9,0.1,1.4214,50,0.1,0.9,3.4424,49,1.4416,non-habitable
Kepler-10 c,0.9,0.1,2.2269,52,0.1,0.9,1.1802,49,2.2164,non-habitable
Kepler-11 b,0.9,0.1,1.5191,53,0.1,0.9,1.5919,49,1.5198,non-habitable
Kepler-18 b,0.9,0.1,1.8381,49,0.2,0.8,1.1588,49,1.8313,non-habitable
Kepler-19 b,0.9,0.1,2.1274,49,0.1,0.9,1.6058,53,2.1222,non-habitable
Kepler-20 b,0.9,0.1,1.828,49,0.1,0.9,2.1156,49,1.8309,non-habitable
Kepler-20 c,0.9,0.1,2.5114,49,0.1,0.9,1.5303,49,2.5016,non-habitable
Kepler-20 e,0.9,0.1,0.857,49,0.1,0.9,1.6334,50,0.8648,non-habitable
Kepler-20 f,0.9,0.1,0.9862,49,0.1,0.9,1.188,49,0.9882,non-habitable
Kepler-21 b,0.9,0.1,1.5744,50,0.1,0.9,3.1553,49,1.5902,non-habitable
Kepler-22 b,0.9,0.1,2.2571,49,0.1,0.9,0.6758,52,2.2413,mesoplanet
Kepler-23 b,0.9,0.1,1.6219,51,0.1,0.9,2.1489,49,1.6272,non-habitable
Kepler-23 d,0.9,0.1,2.1531,49,0.1,0.9,1.8192,53,2.1498,non-habitable
Kepler-24 b,0.9,0.1,2.2571,50,0.2,0.8,1.0684,49,2.2452,non-habitable
Kepler-26 e,0.8,0.2,2.226,50,0.2,0.8,0.4974,49,2.2087,non-habitable
Kepler-33 b,0.9,0.1,1.7155,50,0.1,0.9,2.5053,53,1.7234,non-habitable
Kepler-36 b,0.9,0.1,1.4697,52,0.1,0.9,1.8871,49,1.4739,non-habitable
Kepler-37 b,0.1,0.9,0.6639,53,0.2,0.8,0.4924,51,0.6622,non-habitable
Kepler-37 c,0.1,0.9,0.8038,49,0.1,0.9,1.0481,49,0.8062,non-habitable
Kepler-37 d,0.9,0.1,1.8566,49,0.1,0.9,1.0156,49,1.8482,non-habitable
Kepler-38(AB) b,0.7,0.3,3.1387,52,0.1,0.9,1.1795,49,3.1191,non-habitable
Kepler-42 b,0.1,0.9,0.8069,49,0.1,0.9,0.9772,50,0.8086,non-habitable
Kepler-42 c,0.1,0.9,0.7927,49,0.1,0.9,1.2839,49,0.7976,non-habitable
Kepler-42 d,0.1,0.9,0.7472,49,0.2,0.8,0.418,52,0.7439,non-habitable
Kepler-48 b,0.9,0.1,1.8004,51,0.1,0.9,1.8397,49,1.8008,non-habitable
Kepler-48 c,0.9,0.1,2.3769,49,0.1,0.9,1.522,49,2.3684,non-habitable
Kepler-48 d,0.8,0.2,1.7471,53,0.1,0.9,0.9859,49,1.7395,non-habitable
Kepler-49 d,0.9,0.1,1.5383,49,0.1,0.9,1.4388,51,1.5373,non-habitable
Kepler-49 e,0.9,0.1,1.5009,49,0.1,0.9,0.8261,49,1.4942,non-habitable
Kepler-50 b,0.1,0.9,2.7646,49,0.1,0.9,2.4336,51,2.7613,non-habitable
Kepler-50 c,0.9,0.1,2.646,49,0.4,0.6,0.4007,51,2.6235,non-habitable
Kepler-52 b,0.9,0.1,2.0395,49,0.2,0.8,0.6609,49,2.0257,non-habitable
Kepler-52 c,0.9,0.1,1.7155,53,0.2,0.8,0.5229,50,1.7036,non-habitable
Kepler-52 d,0.9,0.1,1.8667,50,0.1,0.9,0.728,53,1.8553,non-habitable
Kepler-53 d,0.8,0.2,1.9427,49,0.1,0.9,1.6535,52,1.9398,non-habitable
Kepler-54 b,0.9,0.1,2.0395,49,0.1,0.9,1.0371,50,2.0295,non-habitable
Kepler-54 c,0.9,0.1,1.1974,51,0.1,0.9,0.8439,50,1.1939,non-habitable
Kepler-54 d,0.9,0.1,1.4634,49,0.1,0.9,0.7349,49,1.4561,non-habitable
Kepler-55 b,0.8,0.2,2.2793,49,0.2,0.8,0.5537,50,2.262,non-habitable
Kepler-55 c,0.9,0.1,2.1461,49,0.1,0.9,0.7924,50,2.1326,non-habitable
Kepler-55 d,0.9,0.1,1.5283,49,0.1,0.9,1.6653,52,1.5297,non-habitable
Kepler-55 e,0.9,0.1,1.4908,49,0.1,0.9,1.3369,52,1.4893,non-habitable
Kepler-55 f,0.9,0.1,1.5283,51,0.1,0.9,1.0774,49,1.5238,non-habitable
Kepler-57 b,0.9,0.1,2.1461,52,0.1,0.9,1.6547,52,2.1412,non-habitable
Kepler-57 c,0.2,0.8,176.1217,49,0.1,0.9,1.8732,49,174.3792,non-habitable
Kepler-58 b,0.1,0.9,16.5263,49,0.1,0.9,2.1234,52,16.3823,non-habitable
Kepler-58 c,0.1,0.9,22.4705,52,0.2,0.8,1.3008,52,22.2588,non-habitable
Kepler-59 b,0.1,0.9,267.6888,50,0.1,0.9,2.1713,50,265.0336,non-habitable
Kepler-59 c,0.1,0.9,38.332,54,0.1,0.9,1.8227,49,37.9669,non-habitable
Kepler-60 b,0.9,0.1,1.5908,49,0.4,0.6,0.2929,50,1.5778,non-habitable
Kepler-60 c,0.9,0.1,1.6815,50,0.1,0.9,1.9962,50,1.6846,non-habitable
Kepler-60 d,0.8,0.2,1.5273,51,0.1,0.9,1.8399,49,1.5304,non-habitable
Kepler-61 b,0.9,0.1,2.0582,53,0.1,0.9,0.6735,49,2.0444,mesoplanet
Kepler-62 b,0.7,0.3,1.1934,49,0.1,0.9,1.3974,51,1.1954,non-habitable
Kepler-62 c,0.1,0.9,0.7345,49,0.2,0.8,0.4868,49,0.732,non-habitable
Kepler-62 d,0.9,0.1,1.8667,49,0.1,0.9,1.074,53,1.8588,non-habitable
Kepler-62 e,0.9,0.1,1.547,49,0.2,0.8,0.3708,53,1.5352,mesoplanet
Kepler-62 f,0.9,0.1,1.3624,49,0.1,0.9,0.4977,49,1.3538,psychroplanet
Kepler-65 b,0.9,0.1,1.3624,52,0.2,0.8,1.4752,49,1.3635,non-habitable
Kepler-65 c,0.9,0.1,2.4464,49,0.1,0.9,2.4628,49,2.4466,non-habitable
Kepler-65 d,0.9,0.1,1.4547,49,0.2,0.8,1.0666,49,1.4508,non-habitable
Kepler-68 b,0.9,0.1,1.9782,49,0.2,0.8,1.0989,50,1.9694,non-habitable
Kepler-68 c,0.8,0.2,0.9134,49,0.1,0.9,1.661,50,0.9209,non-habitable
Kepler-69 b,0.9,0.1,2.136,52,0.1,0.9,1.6214,49,2.1309,non-habitable
Kepler-69 c,0.8,0.2,1.574,49,0.1,0.9,0.702,49,1.5653,non-habitable
Kepler-70  b,0.1,0.9,0.9817,50,0.1,0.9,9.9351,49,1.0712,non-habitable
Kepler-70 c,0.1,0.9,0.9862,49,0.2,0.8,3.7221,49,1.0136,non-habitable
Kepler-78 b,0.9,0.1,1.1698,49,0.1,0.9,3.2423,49,1.1905,non-habitable
Kepler-80 b,0.9,0.1,2.0248,49,0.1,0.9,1.3046,50,2.0176,non-habitable
Kepler-80 c,0.8,0.2,1.7681,49,0.1,0.9,1.1892,49,1.7623,non-habitable
Kepler-80 d,0.1,0.9,2.3252,49,0.2,0.8,0.9341,49,2.3113,non-habitable
Kepler-80 e,0.9,0.1,1.4693,49,0.1,0.9,1.466,49,1.4693,non-habitable
Kepler-80 f,0.9,0.1,1.1974,50,0.1,0.9,2.2067,49,1.2075,non-habitable
Kepler-81 c,0.9,0.1,2.3579,50,0.1,0.9,1.1275,51,2.3456,non-habitable
Kepler-81 d,0.9,0.1,1.1786,52,0.1,0.9,0.8567,50,1.1754,non-habitable
Kepler-82 d,0.8,0.2,1.6266,53,0.1,0.9,2.4077,51,1.6344,non-habitable
Kepler-82 e,0.9,0.1,2.3679,49,0.1,0.9,1.9549,50,2.3638,non-habitable
Kepler-83 b,0.9,0.1,2.2456,52,0.2,0.8,0.6516,50,2.2297,non-habitable
Kepler-83 c,0.7,0.3,1.7003,50,0.2,0.8,0.5127,49,1.6884,non-habitable
Kepler-83 d,0.9,0.1,1.8566,49,0.1,0.9,1.2606,49,1.8506,non-habitable
Kepler-84 b,0.9,0.1,2.1072,49,0.1,0.9,1.8889,50,2.105,non-habitable
Kepler-84 c,0.9,0.1,2.3061,49,0.1,0.9,1.7171,49,2.3002,non-habitable
Kepler-84 d,0.9,0.1,1.3349,49,0.1,0.9,2.1499,50,1.343,non-habitable
Kepler-84 f,0.7,0.3,1.9333,50,0.1,0.9,1.186,52,1.9258,non-habitable
Kepler-85 b,0.9,0.1,1.9777,50,0.1,0.9,1.685,50,1.9748,non-habitable
Kepler-85 c,0.9,0.1,2.159,49,0.1,0.9,1.5132,49,2.1525,non-habitable
Kepler-85 d,0.9,0.1,1.1698,50,0.1,0.9,1.2317,49,1.1704,non-habitable
Kepler-85 e,0.8,0.2,1.1984,49,0.1,0.9,1.1281,49,1.1977,non-habitable
Kepler-89 b,0.1,0.9,2.0485,50,0.1,0.9,2.9068,49,2.0571,non-habitable
Kepler-90 b,0.9,0.1,1.2699,51,0.1,0.9,1.9293,49,1.2765,non-habitable
Kepler-90 c,0.9,0.1,1.1598,49,0.1,0.9,1.7563,50,1.1658,non-habitable
Kepler-92 b,0.9,0.1,3.2738,50,0.1,0.9,2.058,49,3.2616,non-habitable
Kepler-92 c,0.9,0.1,2.0387,49,0.1,0.9,1.5227,49,2.0335,non-habitable
Kepler-92 d,0.8,0.2,1.8947,50,0.2,0.8,0.7672,49,1.8834,non-habitable
Kepler-93 b,0.9,0.1,1.4529,50,0.1,0.9,1.9622,53,1.458,non-habitable
Kepler-95 b,0.9,0.1,2.7069,49,0.3,0.7,0.5238,50,2.6851,non-habitable
Kepler-96 b,0.8,0.2,1.87,49,0.1,0.9,1.4328,49,1.8656,non-habitable
Kepler-100 b,0.1,0.9,3.0147,50,0.2,0.8,1.2099,49,2.9967,non-habitable
Kepler-100 d,0.9,0.1,1.4273,51,0.3,0.7,0.3807,50,1.4168,non-habitable
Kepler-101 c,0.9,0.1,1.2887,49,0.1,0.9,2.1927,49,1.2977,non-habitable
Kepler-102 b,0.1,0.9,3.2072,49,0.1,0.9,1.4533,52,3.1897,non-habitable
Kepler-102 c,0.1,0.9,10.5028,49,0.2,0.8,0.8249,50,10.406,non-habitable
Kepler-102 d,0.1,0.9,1.5929,50,0.2,0.8,0.6859,49,1.5838,non-habitable
Kepler-102 e,0.9,0.1,2.0096,49,0.1,0.9,1.1481,49,2.001,non-habitable
Kepler-102 f,0.1,0.9,0.9159,49,0.1,0.9,0.8957,49,0.9157,non-habitable
Kepler-105 c,0.1,0.9,1.8999,50,0.1,0.9,1.9868,49,1.9008,non-habitable
Kepler-106 b,0.9,0.1,0.7338,50,0.1,0.9,1.667,49,0.7431,non-habitable
Kepler-106 c,0.9,0.1,2.1916,49,0.1,0.9,1.5833,50,2.1855,non-habitable
Kepler-106 d,0.1,0.9,7.3385,50,0.1,0.9,1.4134,49,7.2792,non-habitable
Kepler-106 e,0.9,0.1,2.231,49,0.1,0.9,1.1416,49,2.2201,non-habitable
